Name;Year;Genres;IMDBRate;MyRate;Voters
Люди Икс 2;2003;Action Adventure Sci-Fi;7.5;7;462523
Flesh+Blood;1985;Adventure Drama;6.7;8;14456
Эдвард руки-ножницы;1990;Drama Fantasy Romance;7.9;7;400912
Престиж;2006;Drama Mystery Sci-Fi;8.5;8;1012945
Флирт со зверем;2001;Comedy Romance;6.1;7;21774
Однажды в Мексике: Отчаянный 2;2003;Action Thriller;6.4;7;141515
Её звали Никита;1990;Action Thriller;7.4;7;60922
Гладиатор;2000;Action Adventure Drama;8.5;4;1151881
Ван Хельсинг;2004;Action Adventure Fantasy;6.1;6;221585
Аватар;2009;Action Adventure Fantasy;7.8;8;1000851
Воображариум доктора Парнасса;2009;Adventure Comedy Fantasy;6.8;6;135726
Call Northside 777;1948;Drama Film-Noir;7.4;8;6989
Erskineville Kings;1999;Drama;6.4;7;444
Вспомнить всё;1990;Action Sci-Fi Thriller;7.5;7;268851
Робин Гуд;2010;Action Adventure Drama;6.7;6;232802
Загадочная история Бенджамина Баттона;2008;Drama Fantasy Romance;7.8;7;519617
Специалист;1994;Action Crime Drama;5.5;5;56274
Фонтан;2006;Drama Sci-Fi;7.3;6;211234
Последний киногерой;1993;Action Adventure Comedy;6.3;6;120004
Кровь и песок;1989;Drama Romance;4.7;6;882
Оклахома!;1999;Musical Romance Western;8;8;1618
Основной инстинкт;1992;Drama Mystery Thriller;6.9;8;150778
Люди Икс: Последняя битва;2006;Action Adventure Sci-Fi;6.7;6;434592
Кошмар на улице Вязов;1984;Horror;7.5;6;175324
Commando;1985;Action Adventure Thriller;6.7;6;128151
Шоколад;2000;Drama Romance;7.3;7;164107
Сонная Лощина;1999;Fantasy Horror Mystery;7.4;8;296427
Хищник;1987;Action Sci-Fi Thriller;7.8;7;329421
Звездный десант;1997;Action Adventure Sci-Fi;7.2;8;244085
Blow Out;1981;Mystery Thriller;7.4;7;34714
I quattro dell'apocalisse;1975;Western;6.4;8;1975
Пираты Карибского моря: Сундук мертвеца;2006;Action Adventure Fantasy;7.3;7;592302
Пароль 'Рыба-меч';2001;Action Crime Thriller;6.5;6;165958
Герой ее романа;1999;Comedy Romance;6.5;8;1838
Годзилла;1998;Action Sci-Fi Thriller;5.3;4;165980
Багровые реки;2000;Crime Mystery Thriller;6.9;4;52970
Робокоп;1987;Action Crime Sci-Fi;7.5;7;206668
Цельнометаллическая оболочка;1987;Drama War;8.3;8;579423
Конан-варвар;1982;Adventure Fantasy;6.9;6;124392
The Duellists;1977;Drama War;7.5;8;16903
Схватка;1995;Crime Drama Thriller;8.2;8;502564
Джерри Магуайер;1996;Comedy Drama Romance;7.3;7;214421
Вечное сияние чистого разума;2004;Drama Romance Sci-Fi;8.3;10;786763
La notte;1961;Drama;8;8;14315
Особое мнение;2002;Action Adventure Crime;7.7;5;452644
Интервью с вампиром;1994;Drama Horror;7.6;8;265846
Быстрый и мёртвый;1995;Action Romance Thriller;6.4;7;76022
Доктор 'Т' и его женщины;2000;Comedy Drama Romance;4.6;5;16563
American Gigolo;1980;Crime Drama Mystery;6.2;7;18454
Последнее танго в Париже;1972;Drama Romance;7.1;9;42743
Человек дождя;1988;Drama;8;8;427416
Это случилось в долине;2005;Drama Romance Thriller;6.4;6;17212
Соммерсби;1993;Drama Mystery Romance;6.1;7;17223
Магнолия;1999;Drama;8;8;263267
Cocktail;1988;Comedy Drama Romance;5.8;6;70427
Шакал;1997;Action Crime Drama;6.4;6;96747
Ограбление по-итальянски;2003;Action Crime Thriller;7;5;313398
Иллюзионист;2006;Drama Mystery Romance;7.6;6;329008
The Last Tycoon;1976;Drama Romance;6.3;8;7086
Осень в Нью-Йорке;2000;Drama Romance;5.6;6;22554
Неверная;2002;Drama Thriller;6.7;8;71143
Рокко и его братья;1960;Crime Drama Sport;8.3;10;13530
Герой;2002;Action Adventure History;7.9;8;162144
Жизнь этого парня;1993;Biography Drama;7.3;8;40867
Двойная рокировка;2002;Crime Drama Mystery;8.1;5;108789
Красота по-американски;1999;Drama;8.4;9;953161
Первый рыцарь;1995;Action Adventure Romance;5.9;7;61580
Сбежавшая невеста;1999;Comedy Romance;5.5;4;83593
Проклятие золотого цветка;2006;Action Drama Romance;7;7;39304
Чтец;2008;Drama Romance;7.6;7;211444
Красотка;1990;Comedy Romance;7;8;247340
Desire;1936;Comedy Crime Romance;7.2;7;1770
Красный Дракон;2002;Crime Drama Thriller;7.2;7;224566
Дневник баскетболиста;1995;Biography Crime Drama;7.3;8;90669
Большие надежды;1998;Drama Romance;6.8;8;46832
High Noon;1952;Action Drama Thriller;8;9;87728
Пираты Карибского моря: На краю света;2007;Action Adventure Fantasy;7.1;8;537213
Mr. Smith Goes to Washington;1939;Comedy Drama;8.2;7;93907
Бойцовский клуб;1999;Drama;8.8;10;1595389
Мемуары гейши;2005;Drama Romance;7.4;6;128657
Что гложет Гилберта Грейпа?;1993;Drama;7.8;8;191045
Медвежатник;2001;Crime Drama Thriller;6.8;6;110402
The Plainsman;1936;Biography History Romance;6.9;7;1724
Американская история Икс;1998;Crime Drama;8.5;8;910180
It's a Wonderful World;1939;Comedy Crime Mystery;7.1;8;2174
Le passager de la pluie;1970;Crime Drama Mystery;7.1;8;2329
Сердце Ангела;1987;Horror Mystery Thriller;7.3;10;70513
Император и убийца;1998;Drama History;7.3;8;5547
Анна и король;1999;Drama History Romance;6.7;6;33436
The Fountainhead;1949;Drama Romance;7.1;5;8197
Чикaго;2002;Comedy Crime Musical;7.2;8;194462
Олдбой;2003;Action Drama Mystery;8.4;8;434540
Апокалипсис сегодня;1979;Drama War;8.5;9;523729
Окончательный анализ;1992;Drama Thriller;5.8;8;11946
Звездная пыль;2007;Adventure Family Fantasy;7.7;7;232510
Da hong deng long gao gao gua;1991;Drama History Romance;8.2;9;24104
С широко закрытыми глазами;1999;Drama Mystery Thriller;7.4;8;261454
Вoдопад жизни;1920;Drama Romance;7.8;7;4416
The Outlaw Josey Wales;1976;Western;7.9;6;57588
The Heiress;1949;Drama Romance;8.2;7;11288
McCabe & Mrs. Miller;1971;Drama Western;7.7;6;18928
Idiot's Delight;1939;Comedy Drama Musical;6.6;7;1086
No Highway;1951;Drama Thriller;7.3;6;2775
Band of Angels;1957;Drama History Romance;6.6;5;1803
The Painted Desert;1931;Western;5.2;5;490
It Happened One Night;1934;Comedy Romance;8.1;9;80945
Red Dust;1932;Drama Romance;7.4;7;3248
Manhattan Melodrama;1934;Crime Drama Romance;7.2;5;3047
No Man of Her Own;1932;Drama Romance;6.7;7;895
Honky Tonk;1941;Comedy Crime Drama;6.6;7;833
The Red Shoes;1948;Drama Music Romance;8.3;8;23446
Bad Day at Black Rock;1955;Crime Drama Mystery;7.8;6;16644
Stalag 17;1953;Comedy Drama War;8;8;46849
The Horse Soldiers;1959;Adventure Romance War;7.2;7;8008
Воспитание чувств;2009;Drama;7.3;8;120797
Рапунцель: Запутанная история;2010;Animation Adventure Comedy;7.8;8;346379
Seventh Heaven;1937;Drama Romance;7;6;565
The Great Escape;1963;Adventure Drama History;8.2;6;196586
Last Train from Gun Hill;1959;Romance Western;7.4;7;5524
Another Thin Man;1939;Comedy Crime Mystery;7.5;7;5542
Der letzte Mann;1924;Drama;8.1;8;10577
Queen Christina;1933;Biography Drama History;7.8;6;6327
Vivacious Lady;1938;Comedy Romance;7.3;7;2714
Stachka;1925;Drama;7.6;6;5947
Show People;1928;Comedy Romance;8.2;8;3104
Made for Each Other;1939;Comedy Drama Romance;6.5;7;2731
After the Thin Man;1936;Comedy Crime Mystery;7.7;8;8215
The Man from Laramie;1955;Western;7.4;6;8015
I crudeli;1967;Action Adventure Drama;6.8;8;1000
Впусти меня. Сага;2010;Drama Fantasy Horror;7.1;6;103703
La ronde;1950;Drama Romance;7.7;6;4222
The Thin Man;1934;Comedy Crime Mystery;8.1;8;23247
Bend of the River;1952;Action Adventure Romance;7.3;7;6671
20 Million Miles to Earth;1957;Fantasy Sci-Fi;6.4;6;5463
The Shootist;1976;Drama Romance Western;7.7;7;19387
Уайатт Эрп;1994;Adventure Biography Crime;6.7;5;40071
Revenge;1990;Action Crime Drama;6.2;6;14353
The Untouchables;1987;Crime Drama Thriller;7.9;7;245488
Стрекоза;2002;Drama Fantasy Mystery;6.1;4;34150
Field of Dreams;1989;Drama Family Fantasy;7.5;5;96432
Совершенный мир;1993;Crime Drama Thriller;7.5;7;65017
Bull Durham;1988;Comedy Romance Sport;7.1;7;41474
The Philadelphia Story;1940;Comedy Romance;8;8;56390
Winchester '73;1950;Action Drama Western;7.7;8;14430
The Naked Spur;1953;Thriller Western;7.4;7;8749
Головокружение;1958;Mystery Romance Thriller;8.3;10;303633
The Bravados;1958;Drama Western;7;7;3891
The Set-Up;1949;Crime Film-Noir Sport;7.8;7;6605
Body and Soul;1947;Drama Film-Noir Sport;7.8;8;3678
Hud;1963;Drama;7.9;8;16938
Неотразимая Тамара;2010;Comedy Drama Romance;6.2;7;18905
Великолепная семерка;1960;Action Adventure Western;7.8;6;77896
Nightmare Alley;1947;Drama Film-Noir;7.8;6;6010
The Fallen Idol;1948;Drama Mystery Thriller;7.8;7;6504
Невеста Франкенштейна;1935;Drama Horror Sci-Fi;7.9;5;37371
The Lion in Winter;1968;Biography Drama History;8.1;8;25939
Frankenstein;1931;Drama Horror Sci-Fi;7.9;6;55952
Angels with Dirty Faces;1938;Crime Drama Film-Noir;8;6;17782
Ninotchka;1939;Comedy Romance;8;8;16473
The Bridge on the River Kwai;1957;Adventure Drama War;8.2;8;178505
Эмма;1996;Comedy Drama Romance;6.7;7;31472
Une corde, un colt...;1969;Western;6.9;7;1238
Young Mr. Lincoln;1939;Biography Drama;7.6;6;6285
You Can't Take It with You;1938;Comedy Drama Romance;8;7;20292
Ran;1985;Action Drama;8.2;6;94835
7 Men from Now;1956;Action Western;7.5;6;3867
Sullivan's Travels;1941;Adventure Comedy Drama;8.1;6;20836
I giorni dell'ira;1967;Action Western;7.1;5;3206
The Lost Weekend;1945;Drama Film-Noir;8;8;29232
Corri uomo corri;1968;Adventure Comedy Western;6.9;6;1337
The Intruder;1962;Drama;7.7;7;2195
She Wore a Yellow Ribbon;1949;Western;7.4;6;13618
Социальная сеть;2010;Biography Drama;7.7;8;548709
Город воров;2010;Crime Drama Thriller;7.6;6;312238
Salomé;1922;Biography Drama History;6.6;6;628
Fort Apache;1948;Action Adventure Western;7.6;8;14285
His Kind of Woman;1951;Action Crime Film-Noir;7.1;7;3186
The Big Steal;1949;Crime Film-Noir Romance;7;8;3508
Il mercenario;1968;Comedy Western;7.3;7;3263
Letter from an Unknown Woman;1948;Drama Romance;8;6;9522
Django;1966;Action Western;7.3;7;21232
L'Atalante;1934;Comedy Drama Romance;7.9;7;12203
Variety Girl;1947;Comedy Musical;6.5;6;253
Les quatre cents coups;1959;Crime Drama;8.1;8;87670
РЭД;2010;Action Comedy Crime;7.1;7;264201
Эд Вуд;1994;Biography Comedy Drama;7.9;8;153842
Tagebuch einer Verlorenen;1929;Drama;8;8;3487
Большое ограбление поезда;1903;Short Action Western;7.3;7;14312
The Wicker Man;1973;Horror Mystery Thriller;7.6;6;55946
Злые Улицы;1973;Crime Drama Thriller;7.4;8;80231
История игрушек 2;1999;Animation Adventure Comedy;7.9;8;445334
Summertime;1955;Romance Drama;7.4;8;6633
История игрушек: Большой побег;2010;Animation Adventure Comedy;8.3;9;648226
A Room with a View;1985;Drama Romance;7.4;7;34494
Твин Пикс: Сквозь огонь;1992;Drama Horror Mystery;7.2;6;72808
The Adventures of Robin Hood;1938;Action Adventure Romance;8;8;42596
Incubus;1966;Horror;6.2;6;1623
В пути;2009;Comedy Drama Romance;7.1;8;48855
Проклятый путь;2002;Crime Drama Thriller;7.7;9;222159
Goodbye Again;1961;Drama Romance;7;7;2093
Отец Сергий;1918;Biography Drama History;7.2;8;387
Мачете;2010;Action Crime Thriller;6.6;7;178176
Cactus Flower;1969;Comedy Romance;7.2;8;7600
Che gioia vivere;1961;Comedy;6.7;8;308
JFK;1991;Drama History Thriller;8;7;127027
Уолл Стрит;1987;Crime Drama;7.4;6;130896
Un flic;1972;Crime Thriller;7.1;8;6280
Cape Fear;1991;Crime Thriller;7.3;6;146338
Deux hommes dans la ville;1973;Crime Drama;7.4;8;3181
L'eclisse;1962;Drama Romance;7.9;9;14078
The Rolling Stones: Да будет свет;2008;Documentary Biography Music;7.2;8;10345
Le samouraï;1967;Crime Drama Mystery;8.1;10;37303
The Tragedy of Othello: The Moor of Venice;1951;Drama History Romance;7.7;9;6353
One, Two, Three;1961;Comedy;8;8;16995
Чужие;1986;Action Adventure Sci-Fi;8.4;8;575795
Christine;1958;Drama Romance;6.4;7;701
Авиатор;2004;Biography Drama History;7.5;7;297379
Le procès;1962;Drama Mystery Thriller;7.8;7;16214
Эпоха невинности;1993;Drama Romance;7.2;8;42028
The Best Years of Our Lives;1946;Drama Romance War;8.1;8;51016
Michael Jackson: Bad;1987;Short Crime Drama;7.8;8;4290
Platoon;1986;Drama War;8.1;8;338431
Adieu l'ami;1968;Action Adventure Crime;7.1;8;2385
ВАЛЛ-И;2008;Animation Adventure Family;8.4;8;861397
Macbeth;1948;Drama History War;7.6;8;5444
Титаник;1997;Drama Romance;7.8;10;908053
The Last Temptation of Christ;1988;Drama;7.6;8;44754
Мое путешествие по Италии;1999;Documentary;8.3;8;2644
История игрушек;1995;Animation Adventure Comedy;8.3;8;749615
Пиковая дама;1916;Drama Fantasy Horror;7.1;6;520
Банды Нью-Йорка;2002;Crime Drama;7.5;7;358130
Таксист;1976;Crime Drama;8.3;10;605669
Traitement de choc;1973;Crime Drama Horror;6.2;5;868
Славные парни;1990;Crime Drama;8.7;9;859029
История американского кино от Мартина Скорсезе;1995;Documentary;8.6;8;4291
Le cercle rouge;1970;Crime Drama Thriller;8.1;9;18242
Mr. Klein;1976;Crime Drama Mystery;7.6;8;4412
Правдивая ложь;1994;Action Comedy Thriller;7.2;8;212168
The Abyss;1989;Adventure Drama Sci-Fi;7.6;8;146783
Крадущийся тигр, затаившийся дракон;2000;Action Adventure Fantasy;7.9;8;234600
Горбатая гора;2005;Drama Romance;7.7;7;289497
Первобытный страх;1996;Crime Drama Mystery;7.7;8;154809
Jeux interdits;1952;Drama War;8;10;9577
Ben-Hur;1959;Adventure Drama History;8.1;8;193480
А теперь не смотри;1973;Drama Horror Thriller;7.3;7;40255
Носферату, симфония ужаса;1922;Fantasy Horror;8;8;77524
Faust: Eine deutsche Volkssage;1926;Drama Fantasy Horror;8.1;8;12067
Sunrise: A Song of Two Humans;1927;Drama Romance;8.2;9;40656
Pygmalion;1938;Comedy Drama Romance;7.9;8;6834
Hold Your Man;1933;Drama Romance;6.9;6;1115
Лоуренс Аравийский;1962;Adventure Biography Drama;8.3;8;230649
Район 9;2009;Sci-Fi Thriller;7.9;8;587438
Доктор Стрейнджлав, или Как я научился не волноваться и полюбил атомную бомбу;1964;Comedy;8.4;9;398833
Неудержимые;2010;Action Adventure Thriller;6.5;8;299079
Morocco;1930;Drama Romance;7.2;9;4593
Призрак;2010;Drama Mystery Thriller;7.2;6;144920
Les yeux cernés;1964;Crime Drama Mystery;6.6;8;90
Matka Joanna od Aniolów;1961;Drama Horror Mystery;7.7;8;2262
The Killers;1946;Crime Drama Film-Noir;7.8;9;16184
Night and the City;1950;Crime Film-Noir Mystery;8;8;9966
Out of the Past;1947;Crime Drama Film-Noir;8.1;9;27610
Касабланка;1942;Drama Romance War;8.5;10;454775
Gilda;1946;Drama Film-Noir Romance;7.7;7;23655
Breakfast at Tiffany's;1961;Comedy Drama Romance;7.7;7;145350
Начало;2010;Action Adventure Sci-Fi;8.8;8;1743820
Тёмный рыцарь;2008;Action Crime Drama;9;6;1962461
Бешеный бык;1980;Biography Drama Sport;8.2;10;275571
Dr. Jekyll and Mr. Hyde;1941;Horror Sci-Fi;6.9;7;7317
Flesh and the Devil;1926;Drama Romance;8;8;3579
Catch-22;1970;Comedy Drama War;7.2;6;19031
Who's Afraid of Virginia Woolf?;1966;Drama;8;9;62197
Les aventuriers;1967;Adventure Drama;7.3;7;2398
Heaven Knows, Mr. Allison;1957;Action Adventure Drama;7.4;8;6983
Mr. Deeds Goes to Town;1936;Comedy Drama Romance;8;7;17391
The Man Who Knew Too Much;1956;Drama Thriller;7.5;7;49434
Love and Death;1975;Comedy War;7.8;9;31723
Охотник на оленей;1978;Drama War;8.1;8;273396
The Shop Around the Corner;1940;Comedy Drama Romance;8.1;8;23222
Wife vs. Secretary;1936;Comedy Drama Romance;7.1;6;2699
The Exorcist;1973;Horror;8;7;318032
The Hustler;1961;Drama Sport;8;8;68789
Becket;1964;Biography Drama History;8;8;12298
On the Waterfront;1954;Crime Drama Thriller;8.2;9;122952
Freaks;1932;Drama Horror;7.9;9;36830
London After Midnight;1927;Horror;6.9;7;1062
Scarface;1932;Action Crime Drama;7.8;9;22101
Воспоминания об убийстве;2003;Action Crime Drama;8.1;7;92911
Команда-А;2010;Action Adventure Comedy;6.8;2;229740
Quai des Orfèvres;1947;Crime Drama;7.7;8;4044
Nora inu;1949;Crime Drama Mystery;7.9;8;12659
La nuit des espions;1959;Drama;6.9;6;44
Le vampire de Düsseldorf;1965;Biography Crime Thriller;6.8;8;203
La Grande Illusion;1937;Drama War;8.1;8;30039
Forty Guns;1957;Romance Western;7.1;7;3748
The Big Heat;1953;Crime Film-Noir Thriller;8;8;19521
D.O.A.;1949;Drama Film-Noir Mystery;7.4;8;9107
The Narrow Margin;1952;Film-Noir Thriller;7.7;8;5982
Ромео + Джульетта;1996;Drama Romance;6.8;10;188615
They Live by Night;1948;Crime Film-Noir Romance;7.6;8;5635
Il grande silenzio;1968;Western;7.8;8;11498
Безумные подмостки;1992;Comedy;7.5;9;9130
Последний киносеанс;1971;Drama;8.1;9;36105
The Naked City;1948;Crime Drama Film-Noir;7.6;7;10201
I Am a Fugitive from a Chain Gang;1932;Crime Drama Film-Noir;8.1;6;10125
Jane Eyre;1943;Drama Romance;7.6;8;6928
Touch of Evil;1958;Crime Drama Film-Noir;8.1;10;88642
Mr. Arkadin;1955;Crime Drama Film-Noir;7.4;9;6463
Гражданин Кейн;1941;Drama Mystery;8.4;10;348800
The Ox-Bow Incident;1943;Drama Western;8.1;10;18239
Пипец;2010;Action Comedy;7.6;7;483104
New York, New York;1977;Drama Music Musical;6.7;7;15572
The Wild Bunch;1969;Action Adventure Western;8;8;69586
The Searchers;1956;Adventure Drama Western;8;7;70517
The Guns of Navarone;1961;Action Adventure Drama;7.6;6;40537
Rope;1948;Crime Drama Mystery;8;7;110563
The Wind;1928;Drama Romance Western;8.3;9;5357
Жажда;2009;Drama Horror Romance;7.2;5;36027
Алиса в Стране чудес;2010;Adventure Family Fantasy;6.5;5;345618
Потрошители;2010;Action Crime Sci-Fi;6.3;8;94004
The Manchurian Candidate;1962;Drama Thriller;8;5;66132
Наконец в безопасности!;1923;Comedy Thriller;8.2;10;15439
Dial M for Murder;1954;Crime Thriller;8.2;9;133599
Тайна в его глазах;2009;Drama Mystery Romance;8.2;7;164361
His Girl Friday;1940;Comedy Drama Romance;8;8;46616
Where the Sidewalk Ends;1950;Crime Drama Film-Noir;7.6;8;6506
The Lady Eve;1941;Comedy Romance;7.9;7;16686
Brute Force;1947;Crime Drama Film-Noir;7.7;7;7498
White Heat;1949;Action Crime Drama;8.2;8;23531
Paper Moon;1973;Comedy Crime Drama;8.1;8;35147
Ключ от Резервы;2007;Short;8;9;2651
Murder, My Sweet;1944;Crime Drama Film-Noir;7.6;7;10187
Gun Crazy;1950;Crime Drama Film-Noir;7.7;8;9651
Дорогуша;2009;Comedy Drama Romance;6.2;5;9686
Thieves' Highway;1949;Drama Film-Noir Thriller;7.7;8;4362
The Sound of Music;1965;Biography Drama Family;8;6;172347
Поющие под дождём;1952;Comedy Musical Romance;8.3;7;186030
The Blue Dahlia;1946;Crime Film-Noir Mystery;7.2;7;6427
Gohiki no shinshi;1966;Action Drama;7.7;8;205
Bringing Up Baby;1938;Comedy Family Romance;8;6;49510
Mutiny on the Bounty;1935;Adventure Biography Drama;7.8;9;18296
The Magnificent Ambersons;1942;Drama Romance;7.9;8;19013
Анатомия убийства;1959;Crime Drama Mystery;8.1;8;52168
Sweet Smell of Success;1957;Drama Film-Noir;8.2;8;23277
Одинокий мужчина;2009;Drama Romance;7.6;6;96663
Дорога перемен;2008;Drama Romance;7.3;10;171032
На гребне волны;1991;Action Crime Thriller;7.2;8;131724
Тропы славы;1957;Drama War;8.4;8;147516
Воздушная тюрьма;1997;Action Crime Thriller;6.8;7;248890
Сокровище;2009;Drama;7.3;5;97499
Fury;1936;Crime Drama Film-Noir;7.9;8;9916
Афера;1973;Comedy Crime Drama;8.3;9;209416
Monsieur Verdoux;1947;Comedy Crime Drama;8;7;13507
Odd Man Out;1947;Crime Drama Film-Noir;7.8;8;7489
Сокровища Сьерра-Мадре;1948;Adventure Drama Western;8.3;8;96981
Leave Her to Heaven;1945;Drama Film-Noir Romance;7.7;6;9211
Остров проклятых;2010;Mystery Thriller;8.1;7;952251
Агора;2009;Adventure Biography Drama;7.2;6;59507
Похитители велосипедов;1948;Drama;8.3;9;118898
Девять;2009;Drama Musical Romance;5.8;6;40122
Заводной апельсин;1971;Crime Drama Sci-Fi;8.3;7;657283
Sherlock Jr.;1924;Action Comedy Romance;8.2;9;29259
Kind Hearts and Coronets;1949;Comedy Crime;8.1;8;30909
Yellow Sky;1948;Crime Western;7.5;7;3680
Психо;1960;Horror Mystery Thriller;8.5;10;507346
Strangers on a Train;1951;Crime Film-Noir Thriller;8;8;110370
Gentleman's Agreement;1947;Drama Romance;7.4;7;12756
The Gunfighter;1950;Western;7.7;9;7907
Modern Times;1936;Comedy Drama Family;8.5;7;178632
House by the River;1950;Crime Drama Film-Noir;7.2;7;2335
The Woman in the Window;1944;Crime Drama Film-Noir;7.8;8;11156
The Killing;1956;Crime Drama Film-Noir;8;10;70671
Scarlet Street;1945;Drama Film-Noir Thriller;7.9;8;11835
Chinatown;1974;Drama Mystery Thriller;8.2;10;254451
The Westerner;1940;Drama Romance Western;7.5;9;4303
The Asphalt Jungle;1950;Crime Drama Film-Noir;7.9;10;20616
Key Largo;1948;Action Crime Drama;7.9;8;32704
Laura;1944;Drama Film-Noir Mystery;8.1;8;36868
В джазе только девушки;1959;Comedy Romance;8.3;10;209548
Shock Corridor;1963;Drama Mystery;7.5;8;9389
House of Bamboo;1955;Crime Drama Film-Noir;6.9;8;2423
The Letter;1940;Crime Drama Film-Noir;7.7;9;9916
Rio Grande;1950;Romance Western;7.2;8;12046
Sunset Blvd.;1950;Drama Film-Noir;8.5;10;169972
The Maltese Falcon;1941;Film-Noir Mystery;8.1;8;135343
El Dorado;1967;Drama Romance Western;7.6;8;20654
The Big Sleep;1946;Crime Film-Noir Mystery;8;7;71489
The Little Foxes;1941;Drama Romance;8.2;9;8771
To Have and Have Not;1944;Adventure Comedy Romance;8;7;26794
Ace in the Hole;1951;Drama Film-Noir;8.2;10;23134
The Desperate Hours;1955;Crime Drama Film-Noir;7.6;8;7691
River of No Return;1954;Action Adventure Drama;6.7;7;8972
Ball of Fire;1941;Comedy Romance;7.8;9;9254
Friendly Persuasion;1956;Drama Romance War;7.4;9;5621
My Darling Clementine;1946;Biography Drama Western;7.8;8;18666
The Night of the Iguana;1964;Drama;7.8;8;9513
The Misfits;1961;Drama Romance Western;7.4;9;14989
Stagecoach;1939;Adventure Western;7.9;9;36139
Сабрина;1995;Comedy Drama;6.3;6;32878
Двойная страховка;1944;Crime Drama Film-Noir;8.3;10;120447
Angel Face;1953;Crime Drama Film-Noir;7.3;8;5759
Gentlemen Prefer Blondes;1953;Comedy Musical Romance;7.2;8;26817
The Grapes of Wrath;1940;Drama History;8.1;9;77809
Jezebel;1938;Drama Romance;7.6;9;10239
Rio Bravo;1959;Action Drama Western;8;9;48836
The Man Who Shot Liberty Valance;1962;Drama Western;8.1;10;60367
How to Steal a Million;1966;Comedy Crime Romance;7.6;10;21109
Red River;1948;Action Adventure Romance;7.8;9;24355
Танцы без правил;1992;Comedy Drama Music;7.2;9;22610
Чeрная орхидея;2006;Crime Drama Mystery;5.6;5;67131
Кровавый алмаз;2006;Adventure Drama Thriller;8;6;448508
Миллионер из трущоб;2008;Drama Romance;8;7;720977
Миссисипи в огне;1988;Crime Drama History;7.8;8;74912
Рестлер;2008;Drama Sport;7.9;8;272138
Эта замечательная жизнь;1946;Drama Family Fantasy;8.6;8;334885
Игрок;1992;Comedy Crime Drama;7.6;7;47627
Secret Agent;1936;Mystery Thriller;6.6;6;6901
Only Angels Have Wings;1939;Adventure Drama Romance;7.7;7;10412
The Night of the Hunter;1955;Crime Drama Film-Noir;8;6;72658
Аппалуза;2008;Crime Drama Romance;6.7;7;54376
Вожделение;2007;Drama History Romance;7.6;8;33652
The Apartment;1960;Comedy Drama Romance;8.3;9;135299
Фрост против Никсона;2008;Biography Drama History;7.7;6;95269
Жизнь в розовом цвете;2007;Biography Drama Music;7.6;7;74915
Вавилон;2006;Drama;7.5;7;266574
Кабинет доктора Калигари;1920;Fantasy Horror Mystery;8.1;9;47183
Лабиринт Фавна;2006;Drama Fantasy War;8.2;3;548868
Вики Кристина Барселона;2008;Drama Romance;7.1;7;221418
Sabrina;1954;Comedy Drama Romance;7.7;8;51051
Харви Милк;2008;Biography Drama;7.6;6;151363
MASH;1970;Comedy Drama War;7.6;8;61456
The Collector;1965;Drama Thriller;7.6;9;8184
Совокупность лжи;2008;Action Drama Romance;7.1;5;193568
The Lady from Shanghai;1947;Crime Drama Film-Noir;7.7;9;22293
Леон;1994;Crime Drama Thriller;8.6;9;872518
Подмена;2008;Biography Crime Drama;7.8;6;217421
Les innocents aux mains sales;1975;Crime Thriller;7.1;8;1493
Дракула;1992;Horror;7.5;8;165179
После прочтения сжечь;2008;Comedy Crime Drama;7;8;276289
Искупление;2007;Drama Mystery Romance;7.8;6;219447
The Servant;1963;Drama;7.9;9;7528
Accident;1967;Drama;7.1;8;2710
Посредник;1971;Drama Romance;7.4;9;4158
Ascenseur pour l'échafaud;1958;Crime Drama Thriller;8;9;17199
Ходят слухи...;2005;Comedy Drama Romance;5.5;5;46469
Лак для волос;2007;Comedy Drama Music;6.7;8;109177
Plein soleil;1960;Crime Drama Thriller;7.8;9;11209
Знаменитость;1998;Comedy Drama;6.3;8;22332
Пляж;2000;Adventure Drama Romance;6.6;7;200921
Полное затмение;1995;Biography Drama Romance;6.6;8;11903
Поймай меня, если сможешь;2002;Biography Crime Drama;8.1;8;673012
Челoвек в железной маске;1998;Action Adventure Drama;6.5;2;141033
Убить Билла;2003;Action Crime Thriller;8.1;9;862560
La veuve Couderc;1971;Drama Action Romance;7.2;8;1052
Бассейн;1969;Crime Drama Romance;7;9;6035
У каждого свое кино;2007;Comedy Drama;6.8;8;4170
Таинственная река;2003;Crime Drama Mystery;8;8;376218
Любовное настроение;2000;Drama Romance;8.1;9;99014
Рэй;2004;Biography Drama Music;7.7;7;123398
Мои черничные ночи;2007;Drama Romance;6.7;9;48228
Mélodie en sous-sol;1963;Crime Drama Romance;7.4;9;2311
Телохранитель;1992;Drama Music Romance;6.2;8;103577
М;1931;Crime Drama Mystery;8.4;9;120794
Amours célèbres;1961;Comedy History Romance;5.7;5;140
Умри, но не сейчас;2002;Action Adventure Thriller;6.1;7;186034
Казино Рояль;2006;Action Adventure Thriller;8;8;522789
И целого мира мало;1999;Action Adventure Thriller;6.4;7;171087
North by Northwest;1959;Adventure Mystery Thriller;8.3;8;259662
Les félins;1964;Crime Drama Romance;7.1;8;1532
Мечтатели;2003;Drama Romance;7.2;3;95926
Побег из Шоушенка;1994;Drama;9.3;8;1992531
Suspicion;1941;Mystery Thriller;7.4;7;27643
